;familyKey;family;rank
3876;2858.0;stomatellidae;family
3877;2859.0;seguenziidae;family
3878;2860.0;scissurellidae;family
3879;2861.0;pseudococculinidae;family
3880;2862.0;patellidae;family
3881;2863.0;nacellidae;family
3882;2864.0;cyclostrematidae;family
3883;2865.0;cocculinidae;family
3884;2866.0;akeridae;family
3885;2867.0;philinoglossidae;family
3886;2868.0;vampyroteuthidae;family
3887;6819.0;onychoteuthidae;family
3888;2870.0;psychroteuthidae;family
3889;2871.0;octopoteuthidae;family
3890;2872.0;mastigoteuthidae;family
3891;2873.0;lycoteuthidae;family
3892;2874.0;cirratulidae;family
3893;2875.0;ctenodrilidae;family
3894;2876.0;poduridae;family
3895;2877.0;accipitridae;family
3896;2878.0;aegithalidae;family
3897;2879.0;aegithinidae;family
3898;2880.0;pachytullbergiidae;family
3899;2881.0;chamaesiphonaceae;family
3900;2882.0;microcystaceae;family
3901;2883.0;microchaetaceae;family
3902;2884.0;nostocaceae;family
3903;2885.0;rivulariaceae;family
3904;2886.0;scytonemataceae;family
3905;2888.0;borziaceae;family
3906;2889.0;oscillatoriaceae;family
3907;2890.0;pseudanabaenaceae;family
3908;2891.0;schizotrichaceae;family
3909;2892.0;prochloraceae;family
3910;1891.0;capsosiraceae;family
3911;3237725.0;hapalosiphonaceae;family
3912;2895.0;mastigocladaceae;family
3913;2896.0;stigonemataceae;family
3914;2897.0;campylomonadaceae;family
3915;2898.0;hemiselmidaceae;family
3916;4281054.0;hilleaceae;family
3917;2900.0;chroomonadaceae;family
3918;2901.0;geminigeraceae;family
3919;2902.0;pyrenomonadaceae;family
3920;2903.0;halopappaceae;family
3921;4378024.0;deflandriaceae;family
3922;2905.0;derepyxidaceae;family
3923;2906.0;hymenomonadaceae;family
3924;2907.0;isochrysidaceae;family
3925;2908.0;noelaerhabdaceae;family
3926;2909.0;ochrosphaeraceae;family
3927;2910.0;prymnesiaceae;family
3928;2911.0;bolidomonadaceae;family
3929;2912.0;stylococcaceae;family
3930;2913.0;sarcinochrysidaceae;family
3931;2914.0;chrysocapsaceae;family
3932;2915.0;dinobryaceae;family
3933;2916.0;phaeosaccionaceae;family
3934;2917.0;rhizochrysidaceae;family
3935;2918.0;acanthocerataceae;family
3936;2919.0;attheyaceae;family
3937;2920.0;coscinodiscaceae;family
3938;2921.0;gossleriellaceae;family
3939;2922.0;hemidiscaceae;family
3940;2923.0;rocellaceae;family
3941;2924.0;cymatosiraceae;family
3942;2925.0;rutilariaceae;family
3943;2926.0;ethmodiscaceae;family
3944;2927.0;bellerocheaceae;family
3945;2928.0;hemiaulaceae;family
3946;2929.0;lithodesmiaceae;family
3947;2930.0;endictyaceae;family
3948;2931.0;hyalodiscaceae;family
3949;2932.0;melosiraceae;family
3950;2933.0;aphodiidae;family
3951;2934.0;aulonocnemidae;family
3952;2935.0;sphaeropauropodidae;family
3953;2936.0;pauropodidae;family
3954;2937.0;hansenauropodidae;family
3955;2938.0;diplopauropodidae;family
3956;2939.0;brachypauropodidae;family
3957;2940.0;amphipauropodidae;family
3958;2941.0;millotauropodidae;family
3959;2942.0;scutigerellidae;family
3960;2943.0;stemmiulidae;family
3961;2944.0;pseudonannolenidae;family
3962;2945.0;iulomorphidae;family
3963;2946.0;harpagophoridae;family
3964;2947.0;acipenseridae;family
3965;2948.0;polyodontidae;family
3966;2949.0;anguillidae;family
3967;2950.0;chlopsidae;family
3968;2951.0;congridae;family
3969;2952.0;muraenesocidae;family
3970;2953.0;muraenidae;family
3971;2954.0;nettastomatidae;family
3972;2955.0;ophichthidae;family
3973;2956.0;serrivomeridae;family
3974;2957.0;atherinopsidae;family
3975;2958.0;dentatherinidae;family
3976;2959.0;phallostethidae;family
3977;2960.0;anotopteridae;family
3978;2961.0;aulopidae;family
3979;2962.0;bathysauridae;family
3980;2963.0;omosudidae;family
3981;2964.0;paralepididae;family
3982;2965.0;paraulopidae;family
3983;2966.0;scopelarchidae;family
3984;2967.0;synodontidae;family
3985;2968.0;exocoetidae;family
3986;2969.0;anomalopidae;family
3987;2970.0;anoplogastridae;family
3988;2971.0;monocentridae;family
3989;2972.0;trachichthyidae;family
3990;2973.0;barbourisiidae;family
3991;2974.0;mirapinnidae;family
3992;2975.0;rondeletiidae;family
3993;2976.0;chilodontidae;family
3994;2977.0;crenuchidae;family
3995;2978.0;cynodontidae;family
3996;2979.0;distichodontidae;family
3997;2980.0;gasteropelecidae;family
3998;2981.0;stephanodiscaceae;family
3999;2982.0;onychiuridae;family
4000;2983.0;katiannidae;family
4001;2984.0;alcedinidae;family
4002;2985.0;alcidae;family
4003;2986.0;anatidae;family
4004;2987.0;cyphoderidae;family
4005;2988.0;anhimidae;family
4006;2989.0;anhingidae;family
4007;2990.0;brachystomellidae;family
4008;2991.0;bourletiellidae;family
4009;2992.0;paracharontidae;family
4010;2993.0;apodidae;family
4011;2994.0;taeniopterygidae;family
4012;2995.0;pteronarcyidae;family
4013;2996.0;perlodidae;family
4014;2997.0;nemouridae;family
4015;2998.0;leuctridae;family
4016;2999.0;gripopterygidae;family
4017;3000.0;collophoridae;family
4018;3001.0;callipodidae;family
4019;3002.0;caspiopetalidae;family
4020;3003.0;paracortinidae;family
4021;3004.0;sinocallipodidae;family
4022;3005.0;adritylidae;family
4023;3006.0;biokoviellidae;family
4024;3007.0;brachychaeteumatidae;family
4025;3008.0;branneriidae;family
4026;3009.0;caseyidae;family
4027;3010.0;chamaesomatidae;family
4028;3011.0;chordeumatidae;family
4029;3012.0;conotylidae;family
4030;3013.0;craspedosomatidae;family
4031;3014.0;diplomaragnidae;family
4032;3015.0;haasiidae;family
4033;3016.0;haplobainosomatidae;family
4034;3017.0;heterochordeumatidae;family
4035;3018.0;heterolatzeliidae;family
4036;3019.0;kashmireumatidae;family
4037;3020.0;dothidotthiaceae;family
4038;3021.0;pneumocystidaceae;family
4039;3022.0;iodosphaeriaceae;family
4040;3023.0;rhodacaridae;family
4041;3024.0;gyrocotylidae;family
4042;3025.0;schizochoeridae;family
4043;3026.0;polystyliphoridae;family
4044;3027.0;otomesostomatidae;family
4045;3028.0;nematoplanidae;family
4046;3029.0;monotoplanidae;family
4047;3030.0;monocelididae;family
4048;3031.0;rhynchokarlingiidae;family
4049;3032.0;polycystididae;family
4050;3033.0;koinocystididae;family
4051;3034.0;gnathorhynchidae;family
4052;6381.0;cytocystididae;family
4053;3036.0;cystiplanidae;family
4054;3037.0;crassicollidae;family
4055;3038.0;bertiliellidae;family
4056;3039.0;ripipterygidae;family
4057;3040.0;tetrigidae;family
4058;3041.0;pyrgacrididae;family
4059;3042.0;aphididae;family
4060;3043.0;tridenchthoniidae;family
4061;3044.0;sternophoridae;family
4062;3045.0;polyphagidae;family
4063;3046.0;collothecidae;family
4064;3047.0;protosteliaceae;family
4065;3048.0;echinosteliopsidaceae;family
4066;3049.0;ceratiomyxaceae;family
4067;3050.0;stictocyclaceae;family
4068;3051.0;rhizosoleniaceae;family
4069;3052.0;paraliaceae;family
4070;3053.0;thallassiosiraceae;family
4071;3054.0;thaumatosiidae;family
4072;3055.0;terebrataliidae;family
4073;3056.0;platidiidae;family
4074;3057.0;megathyrididae;family
4075;3058.0;laqueidae;family
4076;3059.0;kingenidae;family
4077;3060.0;cnismatocentridae;family
4078;3061.0;cancellothyrididae;family
4079;3062.0;bouchardiidae;family
4080;3063.0;basellaceae;family
4081;3064.0;amaranthaceae;family
4082;3065.0;asteraceae;family
4083;3066.0;aristolochiaceae;family
4084;4246.0;typhaceae;family
4085;6721.0;potamogetonaceae;family
4086;3069.0;taccaceae;family
4087;3070.0;ginkgoaceae;family
4088;3729.0;xanthorrhoeaceae;family
4089;7683.0;asparagaceae;family
4090;3073.0;poaceae;family
4091;3074.0;isoetaceae;family
4092;3075.0;aromobatidae;family
4093;3076.0;arthroleptidae;family
4094;3077.0;bombinatoridae;family
4095;3078.0;brachycephalidae;family
4096;3079.0;brevicipitidae;family
4097;3080.0;calyptocephalellidae;family
4098;3081.0;ceratophryidae;family
4099;3082.0;eleutherodactylidae;family
4100;3083.0;heleophrynidae;family
4101;3084.0;hemisotidae;family
4102;3085.0;leiopelmatidae;family
4103;3086.0;mantellidae;family
4104;3087.0;megophryidae;family
4105;3088.0;micrixalidae;family
4106;3089.0;myobatrachidae;family
4107;3090.0;nyctibatrachidae;family
4108;3091.0;pelodytidae;family
4109;3092.0;phrynobatrachidae;family
4110;3093.0;pipidae;family
4111;3094.0;pyxicephalidae;family
4112;3095.0;ranixalidae;family
4113;3096.0;rhacophoridae;family
4114;3097.0;rhinophrynidae;family
4115;3098.0;scaphiopodidae;family
4116;3099.0;sooglossidae;family
4117;3100.0;strabomantidae;family
4118;3101.0;ambystomatidae;family
4119;3102.0;amphiumidae;family
4120;3103.0;hynobiidae;family
4121;3104.0;rhyacotritonidae;family
4122;3105.0;equisetaceae;family
4123;3106.0;anthocerotaceae;family
4124;3107.0;dendrocerotaceae;family
4125;3108.0;phymatocerotaceae;family
4126;3109.0;achatocarpaceae;family
4127;3110.0;resedaceae;family
4128;3111.0;capparaceae;family
4129;3112.0;brassicaceae;family
4130;3113.0;goodeniaceae;family
4131;3114.0;ephedraceae;family
4132;2420.0;plantaginaceae;family
4133;3116.0;thermozodiidae;family
4134;3117.0;echiniscoididae;family
4135;3118.0;echiniscidae;family
4136;3119.0;stygarctidae;family
4137;3120.0;renaudarctidae;family
4138;3121.0;neostygarctidae;family
4139;3122.0;neoarctidae;family
4140;3123.0;coronarctidae;family
4141;3124.0;batillipedidae;family
4142;3125.0;necopinatidae;family
4143;3126.0;microhypsibiidae;family
4144;3127.0;beornidae;family
4145;3128.0;milnesiidae;family
4146;3129.0;uteriporidae;family
4147;3130.0;rhynchodemidae;family
4148;3131.0;bipaliidae;family
4149;3132.0;plagiostomidae;family
4150;3133.0;pseudostomidae;family
4151;3134.0;protomonotresidae;family
4152;3135.0;multipeniatidae;family
4153;3133.0;pseudostomidae;family
4154;3137.0;stylochidae;family
4155;3268702.0;pseudocerotidae;family
4156;3139.0;prosthiostomidae;family
4157;3140.0;plehniidae;family
4158;3141.0;pericelidae;family
4159;3142.0;hoploplanidae;family
4160;4344106.0;stylochoplanidae;family
4161;3144.0;cryptocelidae;family
4162;3145.0;cestoplanidae;family
4163;3146.0;typhloplanidae;family
4164;3147.0;provorticidae;family
4165;3148.0;fecampiidae;family
4166;3149.0;dalyelliidae;family
4167;3150.0;stenostomidae;family
4168;3151.0;chordariidae;family
4169;3152.0;strigeidae;family
4170;4859572.0;diplostomidae;family
4171;3154.0;cyathocotylidae;family
4172;3155.0;brauninidae;family
4173;3156.0;bolbocephalodidae;family
4174;6409.0;pleurogenidae;family
4175;3158.0;thapariellidae;family
4176;3159.0;isoparorchiidae;family
4177;3160.0;harmotrematidae;family
4178;3161.0;gymnophallidae;family
4179;4861464.0;fellodistomidae;family
4180;3163.0;bucephalidae;family
4181;3164.0;brachylaimidae;family
4182;3165.0;sphyranuridae;family
4183;3166.0;pyragraphoridae;family
4184;3167.0;pterinotrematidae;family
4185;3168.0;protomicrocotylidae;family
4186;3169.0;polystomatidae;family
4187;3170.0;megalonchidae;family
4188;3171.0;mazocraeidae;family
4189;3172.0;macrovalvitrematidae;family
4190;3173.0;hexostomatidae;family
4191;3174.0;hexabothriidae;family
4192;3175.0;heteraxinidae;family
4193;3176.0;gastrocotylidae;family
4194;3177.0;diclybothriidae;family
4195;3178.0;dactylocotylidae;family
4196;3179.0;chimaericolidae;family
4197;3175.0;heteraxinidae;family
4198;3181.0;allopyragraphoridae;family
4199;3182.0;allomicrocotylidae;family
4200;3183.0;zoogonidae;family
4201;3184.0;troglotrematidae;family
4202;3185.0;stomylotrematidae;family
4203;3186.0;renicolidae;family
4204;3187.0;prosthogonimidae;family
4205;3205.0;acanthocolpidae;family
4206;3189.0;pachypsolidae;family
4207;6412.0;opecoelidae;family
4208;3191.0;opisthogonimidae;family
4209;3192.0;omphalometridae;family
4210;3193.0;macroderoididae;family
4211;3194.0;haematoloechidae;family
4212;3195.0;eucotylidae;family
4213;3196.0;cephalogonimidae;family
4214;3197.0;batrachotrematidae;family
4215;3198.0;auridistomidae;family
4216;3199.0;allocreadiidae;family
4217;3200.0;allassogonoporidae;family
4218;3268234.0;brachycladiidae;family
4219;3202.0;heterophyidae;family
4220;3203.0;cryptogonimidae;family
4221;3204.0;acanthostomatidae;family
4222;3205.0;acanthocolpidae;family
4223;3206.0;monocotylidae;family
4224;3207.0;microbothriidae;family
4225;3208.0;loimoidae;family
4226;3209.0;gyrodactylidae;family
4227;3210.0;dionchidae;family
4228;3211.0;capsalidae;family
4229;3212.0;calceostomatidae;family
4230;3213.0;rhopaliidae;family
4231;3214.0;orchipedidae;family
4232;3215.0;opisthotrematidae;family
4233;3216.0;basiliolidae;family
4234;3217.0;nannastacidae;family
4235;3218.0;ophiuridae;family
4236;3219.0;ophiolepididae;family
4237;3220.0;ophiocomidae;family
4238;3221.0;ophiactidae;family
4239;3222.0;ophiacanthidae;family
4240;3223.0;rossellidae;family
4241;3224.0;diapleuridae;family
4242;3225.0;aulocystidae;family
4243;3226.0;tretodictyidae;family
4244;3227.0;farreidae;family
4245;3228.0;euretidae;family
4246;3229.0;dactylocalycidae;family
4247;3230.0;cribrospongiidae;family
4248;3231.0;aphrocallistidae;family
4249;3232.0;uncinateridae;family
4250;3234.0;leptochitonidae;family
4251;3235.0;piptocephalidaceae;family
4252;3236.0;fonticulaceae;family
4253;3240.0;oedogoniomycetaceae;family
4254;3241.0;gonapodyaceae;family
4255;3242.0;spizellomycetaceae;family
4256;3243.0;sirobasidiaceae;family
4257;3244.0;rhynchogastremataceae;family
4258;3245.0;phragmoxenidiaceae;family
4259;3246.0;hyaloriaceae;family
4260;3247.0;cuniculitremaceae;family
4261;3248.0;uropyxidaceae;family
4262;3249.0;raveneliaceae;family
4263;3250.0;pucciniosiraceae;family
4264;3251.0;pucciniaceae;family
4265;3252.0;mikronegeriaceae;family
4266;3253.0;melampsoraceae;family
4267;3254.0;cronartiaceae;family
4268;3255.0;chaconiaceae;family
4269;3256.0;platygloeaceae;family
4270;3257.0;eocronartiaceae;family
4271;3258.0;helicobasidiaceae;family
4272;3259.0;mixiaceae;family
4273;3260.0;leucosporidiaceae;family
4274;3261.0;quambalariaceae;family
4275;3262.0;gjaerumiaceae;family
4276;3263.0;georgefischeriaceae;family
4277;3264.0;exobasidiaceae;family
4278;3265.0;cryptobasidiaceae;family
4279;3266.0;brachybasidiaceae;family
4280;3267.0;entylomataceae;family
4281;3268.0;doassansiaceae;family
4282;3269.0;cystobasidiaceae;family
4283;3270.0;classiculaceae;family
4284;3271.0;phleogenaceae;family
4285;3272.0;mycogelidiaceae;family
4286;3273.0;atractogloeaceae;family
4287;3274.0;kondoaceae;family
4288;3275.0;chionosphaeraceae;family
4289;3276.0;hydnodontaceae;family
4290;3277.0;thelephoraceae;family
4291;3278.0;sebacinaceae;family
4292;3279.0;stereaceae;family
4293;3280.0;stephanosporaceae;family
4294;3281.0;hybogasteraceae;family
4295;3282.0;echinodontiaceae;family
4296;3283.0;auriscalpiaceae;family
4297;3284.0;amylostereaceae;family
4298;3285.0;tubulicrinaceae;family
4299;3286.0;polyporaceae;family
4300;3287.0;meruliaceae;family
4301;3288.0;meripilaceae;family
4302;3289.0;limnoperdaceae;family
4303;3290.0;ganodermataceae;family
4304;3291.0;cystostereaceae;family
4305;3292.0;phallaceae;family
4306;3293.0;claustulaceae;family
4307;3294.0;trappeaceae;family
4308;3295.0;phallogastraceae;family
4309;3296.0;mesophelliaceae;family
4310;3297.0;hysterangiaceae;family
4311;3298.0;schizoporaceae;family
4312;3299.0;paraglomeraceae;family
4313;3300.0;glomeraceae;family
4314;3301.0;acaulosporaceae;family
4315;3302.0;archaeosporaceae;family
4316;3303.0;ambisporaceae;family
4317;3304.0;phyllachoraceae;family
4318;3306.0;triceratiaceae;family
4319;3307.0;pseudostigmatidae;family
4320;3308.0;pseudolestidae;family
4321;3309.0;phacopteronidae;family
4322;3310.0;carsidaridae;family
4323;3311.0;acanaloniidae;family
4324;3312.0;achilidae;family
4325;3313.0;achilixiidae;family
4326;3314.0;epipygidae;family
4327;3315.0;pediciidae;family
4328;3316.0;neopilinidae;family
4329;3316.0;neopilinidae;family
4330;3318.0;entalinidae;family
4331;3319.0;rhabdidae;family
4332;3320.0;laevidentaliidae;family
4333;3321.0;gadilinidae;family
4334;3322.0;fustiariidae;family
4335;3323.0;dentaliidae;family
4336;3324.0;zoropsidae;family
4337;5632.0;miturgidae;family
4338;3326.0;uloboridae;family
4339;3327.0;trechaleidae;family
4340;3328.0;acroceridae;family
4341;3329.0;agromyzidae;family
4342;3330.0;anthomyiidae;family
4343;3331.0;apsilocephalidae;family
4344;3332.0;australimyzidae;family
4345;3333.0;axymyiidae;family
4346;3334.0;brachystomatidae;family
4347;3335.0;calliphoridae;family
4348;3336.0;camillidae;family
4349;3337.0;carnidae;family
4350;3338.0;cecidomyiidae;family
4351;3339.0;celyphidae;family
4352;3340.0;ceratopogonidae;family
4353;3341.0;chamaemyiidae;family
4354;3342.0;chaoboridae;family
4355;3343.0;chironomidae;family
4356;3344.0;chloropidae;family
4357;3345.0;corethrellidae;family
4358;3346.0;culicidae;family
4359;3347.0;deuterophlebiidae;family
4360;3348.0;diadocidiidae;family
4361;3349.0;diastatidae;family
4362;3350.0;ditomyiidae;family
4363;3351.0;zoanthidae;family
4364;3352.0;zancleidae;family
4365;3353.0;xenidae;family
4366;3354.0;turbinoliidae;family
4367;3355.0;tubidendridae;family
4368;3356.0;tricyclusidae;family
4369;3357.0;trichydridae;family
4370;8219.0;merulinidae;family
4371;3360.0;tamoyidae;family
4372;3361.0;syntheciidae;family
4373;3362.0;stylopathidae;family
4374;3363.0;stylasteridae;family
4375;3364.0;stachyptilidae;family
4376;3365.0;sphenopidae;family
4377;3366.0;sphaeronectidae;family
4378;3367.0;sphaerocorynidae;family
4379;3368.0;solmarisidae;family
4380;3369.0;siderastreidae;family
4381;3370.0;schizopathidae;family
4382;6180431.0;heterotentaculidae;family
4383;3372.0;rosalindidae;family
4384;3373.0;ricordiidae;family
4385;3374.0;rhysiidae;family
4386;3375.0;rhopalonematidae;family
4387;3376.0;rhizostomatidae;family
4388;3377.0;rhizophysidae;family
4389;3378.0;rhizangiidae;family
4390;3379.0;hepsetidae;family
4391;3380.0;lebiasinidae;family
4392;3381.0;chirocentridae;family
4393;3382.0;pristigasteridae;family
4394;3383.0;balitoridae;family
4395;3384.0;catostomidae;family
4396;3385.0;cobitidae;family
4397;3386.0;gyrinocheilidae;family
4398;3387.0;psilorhynchidae;family
4399;3388.0;anablepidae;family
4400;3389.0;aspidosiphonidae;family
4401;3390.0;themistidae;family
4402;5217.0;clavelinidae;family
4403;3392.0;protopolyclinidae;family
4404;3393.0;paradoliopsidae;family
4405;3394.0;oikopleuridae;family
4406;3395.0;octacnemidae;family
4407;3396.0;ammoxenidae;family
4408;3397.0;archaeidae;family
4409;3398.0;atypidae;family
4410;3399.0;caponiidae;family
4411;3400.0;chummidae;family
4412;3401.0;clubionidae;family
4413;3402.0;corinnidae;family
4414;3403.0;cyatholipidae;family
4415;3404.0;cybaeidae;family
4416;3405.0;cycloctenidae;family
4417;3406.0;cyrtaucheniidae;family
4418;3407.0;dictynidae;family
4419;3408.0;dipluridae;family
4420;3409.0;drymusidae;family
4421;3410.0;filistatidae;family
4422;3411.0;gallieniellidae;family
4423;3412.0;hersiliidae;family
4424;3413.0;huttoniidae;family
4425;3414.0;lamponidae;family
4426;3415.0;linyphiidae;family
4427;3416.0;liphistiidae;family
4428;3417.0;lycosidae;family
4429;3418.0;problognathiidae;family
4430;3419.0;paucidentulidae;family
4431;3420.0;onychognathiidae;family
4432;3421.0;mesognathariidae;family
4433;3422.0;haplognathiidae;family
4434;3423.0;gnathostomariidae;family
4435;3424.0;xenodasyidae;family
4436;3425.0;turbanellidae;family
4437;3426.0;neogosseidae;family
4438;3427.0;neodasyidae;family
4439;3428.0;macrodasyidae;family
4440;3429.0;dasydytidae;family
4441;3430.0;dactylopodolidae;family
4442;3431.0;loliginidae;family
4443;3432.0;joubiniteuthidae;family
4444;3433.0;histioteuthidae;family
4445;3434.0;chtenopterygidae;family
4446;3435.0;chiroteuthidae;family
4447;3436.0;brachioteuthidae;family
4448;3437.0;architeuthidae;family
4449;3438.0;idiosepiidae;family
4450;3439.0;sepiadariidae;family
4451;3440.0;vitreledonellidae;family
4452;3441.0;tremoctopodidae;family
4453;3442.0;stauroteuthidae;family
4454;3443.0;bolitaenidae;family
4455;3444.0;amphitretidae;family
4456;3445.0;veneridae;family
4457;3446.0;ungulinidae;family
4458;6759.0;eulimidae;family
4459;3448.0;tellinidae;family
4460;3449.0;solenidae;family
4461;3450.0;solecurtidae;family
4462;3451.0;pisidiidae;family
4463;3452.0;petricolidae;family
4464;3453.0;mesodesmatidae;family
4465;3454.0;mactridae;family
4466;3455.0;lucinidae;family
4467;3457.0;galeommatidae;family
4468;6527076.0;cyrenidae;family
4469;3459.0;carditidae;family
4470;3460.0;cardiniidae;family
4471;3461.0;unionidae;family
4472;3462.0;margaritiferidae;family
4473;3463.0;manzanellidae;family
4474;3464.0;pulvinitidae;family
4475;3465.0;pteriidae;family
4476;3466.0;malleidae;family
4477;3465.0;pteriidae;family
4478;3468.0;verticordiidae;family
4479;3469.0;thraciidae;family
4480;3470.0;cuspidariidae;family
4481;3471.0;syncyclonemidae;family
4482;3472.0;pectinidae;family
4483;3473.0;gryphaeidae;family
4484;3474.0;dimyidae;family
4485;3475.0;nuculanidae;family
4486;3476.0;mytilidae;family
4487;3477.0;pholadidae;family
4488;3478.0;gastrochaenidae;family
4489;3479.0;corbulidae;family
4490;3480.0;limidae;family
4491;3481.0;parallelodontidae;family
4492;3482.0;cucullaeidae;family
4493;3483.0;arcidae;family
4494;3484.0;meiomeniidae;family
4495;3485.0;lepidomeniidae;family
4496;3486.0;dondersiidae;family
4497;3487.0;strophomeniidae;family
4498;3488.0;simrothiellidae;family
4499;3489.0;proneomeniidae;family
4500;3490.0;watersiporidae;family
4501;3491.0;arachnidiidae;family
4502;3492.0;farrellidae;family
4503;3493.0;flustrellidridae;family
4504;3494.0;hislopiidae;family
4505;3495.0;harmeriellidae;family
4506;3496.0;hypophorellidae;family
4507;3497.0;immergentiidae;family
4508;3498.0;labiostomellidae;family
4509;3499.0;mimosellidae;family
4510;3500.0;monobryozoontidae;family
4511;3501.0;pachyzoontidae;family
4512;3502.0;panolicellidae;family
4513;3503.0;penetrantiidae;family
4514;3504.0;pherusellidae;family
4515;3505.0;terebriporidae;family
4516;3506.0;spathiporidae;family
4517;3507.0;triticellidae;family
4518;3508.0;lophopodidae;family
4519;3509.0;stephanellidae;family
4520;3510.0;plumatellidae;family
4521;3511.0;phytoseiidae;family
4522;3512.0;ichneumonidae;family
4523;3513.0;eoichneumonidae;family
4524;3514.0;xylomyidae;family
4525;3515.0;vermileonidae;family
4526;3516.0;ulidiidae;family
4527;3517.0;therevidae;family
4528;3518.0;thaumaleidae;family
4529;3519.0;tethinidae;family
4530;3520.0;tephritidae;family
4531;3521.0;tanypezidae;family
4532;3522.0;simuliidae;family
4533;3523.0;sepsidae;family
4534;3524.0;sciomyzidae;family
4535;3525.0;sciaridae;family
4536;3526.0;scenopinidae;family
4537;3527.0;hyblaeidae;family
4538;3528.0;incurvariidae;family
4539;3529.0;lacturidae;family
4540;3530.0;lasiocampidae;family
4541;3531.0;lecithoceridae;family
4542;3532.0;hemerobiidae;family
4543;3533.0;loxocemidae;family
4544;3534.0;giganthorhynchidae;family
4545;5148.0;pliciloricidae;family
4546;5144.0;antygomonidae;family
4547;3537.0;oligacanthorhynchidae;family
4548;3538.0;dendronucleatidae;family
4549;3539.0;neoechinorhynchidae;family
4550;3540.0;gymnophthalmidae;family
4551;3541.0;hoplocercidae;family
4552;3542.0;hydrophiidae;family
4553;3543.0;diplosentidae;family
4554;6937.0;arhythmacanthidae;family
4555;3545.0;illiosentidae;family
4556;3546.0;rhadinorhynchidae;family
4557;3547.0;centrorhynchidae;family
4558;3548.0;polymorphidae;family
4559;3549.0;acanthobdellidae;family
4560;3550.0;cylicobdellidae;family
4561;3551.0;epipyropidae;family
4562;3552.0;ethmiidae;family
4563;3553.0;gelechiidae;family
4564;3554.0;glyphipterigidae;family
4565;3555.0;heliodinidae;family
4566;3556.0;hepialidae;family
4567;3557.0;heterobathmiidae;family
4568;3558.0;heterogynidae;family
4569;3559.0;haemopidae;family
4570;3560.0;hirudinidae;family
4571;3561.0;bdellodrilidae;family
4572;3562.0;himantopteridae;family
4573;3563.0;endromidae;family
4574;3564.0;alluroididae;family
4575;3565.0;enchytraeidae;family
4576;3566.0;aclerdidae;family
4577;3567.0;glossoscolecidae;family
4578;3568.0;haplotaxidae;family
4579;3569.0;opistocystidae;family
4580;3570.0;beesoniidae;family
4581;3571.0;phreodrilidae;family
4582;3572.0;carayonemidae;family
4583;3573.0;cerococcidae;family
4584;3574.0;conchaspididae;family
4585;3575.0;glossiphoniidae;family
4586;3576.0;piscicolidae;family
4587;3577.0;alciopidae;family
4588;4289155.0;antonbruunidae;family
4589;3579.0;aphroditidae;family
4590;3580.0;glyceridae;family
4591;3581.0;goniadidae;family
4592;3582.0;iospilidae;family
4593;3588.0;syllidae;family
4594;3584.0;lopadorrhynchidae;family
4595;3586.0;paralacydoniidae;family
4596;7081.0;sigalionidae;family
4597;3588.0;syllidae;family
4598;3589.0;tomopteridae;family
4599;3590.0;typhloscolecidae;family
4600;3591.0;aberrantidae;family
4601;3592.0;chaetopteridae;family
4602;3593.0;magelonidae;family
4603;3594.0;trochochaetidae;family
4604;3595.0;spionidae;family
4605;3596.0;alvinellidae;family
4606;3424.0;xenodasyidae;family
4607;3598.0;thalassocalycidae;family
4608;3599.0;savangiidae;family
4609;3600.0;pleurobrachiidae;family
4610;3601.0;lyroctenidae;family
4611;3602.0;lobatolampeidae;family
4612;3603.0;leucotheidae;family
4613;3604.0;pseudochiridiidae;family
4614;3605.0;phrynichidae;family
4615;3606.0;achipteriidae;family
4616;3607.0;aleurodamaeidae;family
4617;3608.0;amerobelbidae;family
4618;3609.0;ameronothridae;family
4619;3610.0;ametroproctidae;family
4620;3611.0;aphelacaridae;family
4621;3612.0;arborichthoniidae;family
4622;3613.0;arceremaeidae;family
4623;3614.0;atopochthoniidae;family
4624;3615.0;austrachipteriidae;family
4625;3616.0;autognetidae;family
4626;3617.0;brachychthoniidae;family
4627;3618.0;caleremaeidae;family
4628;3619.0;carabodidae;family
4629;3620.0;ceratoppiidae;family
4630;3621.0;cerocepheidae;family
4631;3622.0;charassobatidae;family
4632;3623.0;collohmanniidae;family
4633;3624.0;nodocepheidae;family
4634;3625.0;nosybeidae;family
4635;3626.0;nosybelbidae;family
4636;3627.0;nothridae;family
4637;3628.0;oribatellidae;family
4638;3629.0;oribellidae;family
4639;3630.0;oribotritiidae;family
4640;3631.0;oxyameridae;family
4641;3632.0;palaeacaridae;family
4642;3633.0;papillonotidae;family
4643;3634.0;parakalummidae;family
4644;3635.0;parapirnodidae;family
4645;3636.0;parhypochthoniidae;family
4646;3637.0;pediculochelidae;family
4647;3638.0;pheroliodidae;family
4648;3639.0;phthiracaridae;family
4649;3640.0;phyllochthoniidae;family
4650;3641.0;plasmobatidae;family
4651;3642.0;protoplophoridae;family
4652;3643.0;pterobatidae;family
4653;3644.0;pterochthoniidae;family
4654;3645.0;punctoribatidae;family
4655;3646.0;quadroppiidae;family
4656;3647.0;scheloribatidae;family
4657;3648.0;scutoverticidae;family
4658;3649.0;selenoribatidae;family
4659;3650.0;spinozetidae;family
4660;3651.0;staurobatidae;family
4661;3652.0;sternoppiidae;family
